0,0,0.0015006
0.005,0.56543,-0.0008821
0.01,1.1306,0.0023369
0.015,1.695,-0.0020386
0.02,2.2586,0.0028596
0.025,2.8209,0.00028657
0.03,3.3816,-0.0032145
0.035,3.9405,0.0011176
0.04,4.4972,-0.0032521
0.045,5.0513,0.00063407
0.05,5.6027,0.0035437
0.055,6.1509,-2.9073e-05
0.06,6.6958,0.0010132
0.065,7.2369,0.0013643
0.07,7.774,-0.00012542
0.075,8.3068,0.0017602
0.08,8.835,7.0287e-05
0.085,9.3583,0.0020643
0.09,9.8763,-0.00062557
0.095,10.389,0.0011133
0.1,10.896,0.00071921
0.105,11.397,0.00014637
0.11,11.891,0.0016171
0.115,12.379,-0.00054432
0.12,12.86,-0.00059998
0.125,13.334,-0.00011508
0.13,13.8,0.0010765
0.135,14.259,0.0037738
0.14,14.71,0.0028245
0.145,15.152,0.004873
0.15,15.587,0.0047444
0.155,16.012,0.0028162
0.16,16.429,0.001782
0.165,16.837,0.0041612
0.17,17.235,0.0039053
0.175,17.624,0.0065815
0.18,18.003,0.0039739
0.185,18.372,0.0077833
0.19,18.73,0.0061454
0.195,19.079,0.0068209
0.2,19.416,0.0054221
0.205,19.743,0.0053512
0.21,20.059,0.0070009
0.215,20.364,0.0076963
0.22,20.658,0.0058818
0.225,20.94,0.0086567
0.23,21.21,0.0077647
0.235,21.469,0.0099851
0.24,21.716,0.011261
0.245,21.951,0.0074123
0.25,22.173,0.0096201
0.255,22.383,0.010769
0.26,22.581,0.0082736
0.265,22.766,0.0082418
0.27,22.939,0.010082
0.275,23.099,0.014461
0.28,23.246,0.016048
0.285,23.38,0.013171
0.29,23.501,0.013964
0.295,23.609,0.015428
0.3,23.705,0.016907
0.305,23.786,0.017535
0.31,23.855,0.020508
0.315,23.91,0.017997
0.32,23.953,0.016079
0.325,23.981,0.021855
0.33,23.997,0.01743
0.335,23.999,0.018423
0.34,23.988,0.021397
0.345,23.964,0.020858
0.35,23.926,0.021258
0.355,23.875,0.021727
0.36,23.811,0.020273
0.365,23.733,0.020919
0.37,23.643,0.020899
0.375,23.539,0.025115
0.38,23.422,0.023205
0.385,23.292,0.022515
0.39,23.149,0.026399
0.395,22.994,0.02587
0.4,22.825,0.024862
0.405,22.644,0.027817
0.41,22.451,0.028604
0.415,22.245,0.029261
0.42,22.026,0.02815
0.425,21.795,0.029091
0.43,21.553,0.029527
0.435,21.298,0.030973
0.44,21.031,0.03204
0.445,20.753,0.034282
0.45,20.463,0.031435
0.455,20.162,0.03195
0.46,19.85,0.033159
0.465,19.527,0.035692
0.47,19.192,0.033873
0.475,18.848,0.036379
0.48,18.492,0.034393
0.485,18.127,0.034716
0.49,17.751,0.039217
0.495,17.366,0.038278
0.5,16.971,0.038323
0.505,16.566,0.037958
0.51,16.152,0.037518
0.515,15.73,0.040642
0.52,15.298,0.04103
0.525,14.858,0.037136
0.53,14.41,0.038489
0.535,13.954,0.040093
0.54,13.49,0.043291
0.545,13.019,0.042062
0.55,12.54,0.043838
0.555,12.054,0.041403
0.56,11.562,0.043366
0.565,11.063,0.04209
0.57,10.559,0.040571
0.575,10.048,0.044197
0.58,9.5315,0.044135
0.585,9.01,0.043264
0.59,8.4834,0.0439
0.595,7.9521,0.043864
0.6,7.4164,0.04611
0.605,6.8766,0.044053
0.61,6.333,0.046775
0.615,5.7858,0.045712
0.62,5.2354,0.046045
0.625,4.6822,0.045321
0.63,4.1263,0.045606
0.635,3.5681,0.046065
0.64,3.008,0.045896
0.645,2.4462,0.046404
0.65,1.883,0.046675
0.655,1.3188,0.045521
0.66,0.75386,0.045333
0.665,0.18849,0.043394
0.67,-0.37698,0.04903
0.675,-0.94224,0.04686
0.68,-1.507,0.048751
0.685,-2.0709,0.047912
0.69,-2.6336,0.049831
0.695,-3.1949,0.049201
0.7,-3.7544,0.050896
0.705,-4.3119,0.049065
0.71,-4.8669,0.049534
0.715,-5.4192,0.048162
0.72,-5.9686,0.047349
0.725,-6.5146,0.046112
0.73,-7.057,0.046606
0.735,-7.5954,0.051255
0.74,-8.1297,0.046604
0.745,-8.6595,0.049244
0.75,-9.1844,0.048489
0.755,-9.7042,0.049319
0.76,-10.219,0.047834
0.765,-10.727,0.04763
0.77,-11.23,0.048845
0.775,-11.727,0.04727
0.78,-12.217,0.047941
0.785,-12.7,0.049524
0.79,-13.177,0.048135
0.795,-13.645,0.046109
0.8,-14.107,0.04637
0.805,-14.56,0.048679
0.81,-15.006,0.043636
0.815,-15.443,0.046536
0.82,-15.871,0.048113
0.825,-16.291,0.045533
0.83,-16.702,0.045525
0.835,-17.103,0.046375
0.84,-17.495,0.048076
0.845,-17.877,0.045725
0.85,-18.25,0.043109
0.855,-18.612,0.043622
0.86,-18.964,0.04223
0.865,-19.305,0.04291
0.87,-19.636,0.038859
0.875,-19.955,0.040623
0.88,-20.264,0.042577
0.885,-20.561,0.04205
0.89,-20.847,0.038923
0.895,-21.122,0.041264
0.9,-21.384,0.040366
0.905,-21.635,0.041192
0.91,-21.874,0.039475
0.915,-22.1,0.037305
0.92,-22.315,0.036909
0.925,-22.517,0.035926
0.93,-22.706,0.037661
0.935,-22.883,0.038085
0.94,-23.047,0.035686
0.945,-23.198,0.035339
0.95,-23.337,0.034495
0.955,-23.462,0.031506
0.96,-23.575,0.032394
0.965,-23.674,0.033142
0.97,-23.761,0.033729
0.975,-23.834,0.03144
0.98,-23.893,0.030348
0.985,-23.94,0.029968
0.99,-23.973,0.032278
0.995,-23.993,0.03095
1,-24,0.030197
1.005,-23.993,0.030598
1.01,-23.973,0.030156
1.015,-23.94,0.027371
1.02,-23.893,0.025163
1.025,-23.834,0.024997
1.03,-23.761,0.02797
1.035,-23.674,0.026759
1.04,-23.575,0.023395
1.045,-23.462,0.024296
1.05,-23.337,0.024254
1.055,-23.198,0.02396
1.06,-23.047,0.023124
1.065,-22.883,0.021403
1.07,-22.706,0.02374
1.075,-22.517,0.020771
1.08,-22.315,0.019535
1.085,-22.1,0.017457
1.09,-21.874,0.017928
1.095,-21.635,0.023422
1.1,-21.384,0.017839
1.105,-21.122,0.020412
1.11,-20.847,0.01686
1.115,-20.561,0.018633
1.12,-20.264,0.015672
1.125,-19.955,0.014964
1.13,-19.636,0.016035
1.135,-19.305,0.01522
1.14,-18.964,0.015505
1.145,-18.612,0.013194
1.15,-18.25,0.014283
1.155,-17.877,0.011896
1.16,-17.495,0.01369
1.165,-17.103,0.012962
1.17,-16.702,0.011933
1.175,-16.291,0.0094301
1.18,-15.871,0.0080765
1.185,-15.443,0.0091947
1.19,-15.006,0.0098329
1.195,-14.56,0.0069013
1.2,-14.107,0.0095448
1.205,-13.645,0.010771
1.21,-13.177,0.0072329
1.215,-12.7,0.0073163
1.22,-12.217,0.0055956
1.225,-11.727,0.0066661
1.23,-11.23,0.0050558
1.235,-10.727,0.0075642
1.24,-10.219,0.0068138
1.245,-9.7042,0.0056639
1.25,-9.1844,0.0045576
1.255,-8.6595,0.0071041
1.26,-8.1297,0.0011097
1.265,-7.5954,0.0045747
1.27,-7.057,0.0047649
1.275,-6.5146,0.0035486
1.28,-5.9686,0.0051986
1.285,-5.4192,0.0017868
1.29,-4.8669,0.0028108
1.295,-4.3119,0.0045376
1.3,-3.7544,0.00092978
1.305,-3.1949,0.0039585
1.31,-2.6336,-0.00077418
1.315,-2.0709,0.0013534
1.32,-1.507,0.0036722
1.325,-0.94224,0.0022019
1.33,-0.37698,0.0012271
1.335,0.18849,0.0014935
1.34,0.75386,-0.00036785
1.345,1.3188,-0.001355
1.35,1.883,-0.0023289
1.355,2.4462,0.0016335
1.36,3.008,-0.0022183
1.365,3.5681,0.0012063
1.37,4.1263,-0.0021372
1.375,4.6822,0.0013109
1.38,5.2354,0.00096097
1.385,5.7858,0.00080165
1.39,6.333,-1.2794e-06
1.395,6.8766,0.0024867
1.4,7.4164,0.0019126
1.405,7.9521,-0.0011491
1.41,8.4834,-5.5766e-06
1.415,9.01,0.0014832
1.42,9.5315,0.00038944
1.425,10.048,0.002681
1.43,10.559,-0.00069595
1.435,11.063,0.0021166
1.44,11.562,0.0025665
1.445,12.054,0.0021604
1.45,12.54,0.0021889
1.455,13.019,-2.8823e-05
1.46,13.49,0.0047028
1.465,13.954,0.0022102
1.47,14.41,0.00074645
1.475,14.858,0.0013989
1.48,15.298,0.00096467
1.485,15.73,0.0019927
1.49,16.152,0.0045853
1.495,16.566,0.0034583
1.5,16.971,0.0045362
1.505,17.366,0.0057708
1.51,17.751,0.0038768
1.515,18.127,0.0063436
1.52,18.492,0.0052699
1.525,18.848,0.0054554
1.53,19.192,0.0067573
1.535,19.527,0.0063732
1.54,19.85,0.0061477
1.545,20.162,0.0099584
1.55,20.463,0.0078822
1.555,20.753,0.0082529
1.56,21.031,0.0080341
1.565,21.298,0.0068651
1.57,21.553,0.011384
1.575,21.795,0.0085082
1.58,22.026,0.010577
1.585,22.245,0.010953
1.59,22.451,0.013059
1.595,22.644,0.011435
1.6,22.825,0.011071
1.605,22.994,0.011941
1.61,23.149,0.013493
1.615,23.292,0.013505
1.62,23.422,0.012093
1.625,23.539,0.016367
1.63,23.643,0.014618
1.635,23.733,0.019646
1.64,23.811,0.016372
1.645,23.875,0.016548
1.65,23.926,0.017598
1.655,23.964,0.018345
1.66,23.988,0.019382
1.665,23.999,0.023052
1.67,23.997,0.016751
1.675,23.981,0.018704
1.68,23.953,0.019756
1.685,23.91,0.021805
1.69,23.855,0.021343
1.695,23.786,0.023315
1.7,23.705,0.020951
1.705,23.609,0.025336
1.71,23.501,0.024568
1.715,23.38,0.025233
1.72,23.246,0.023461
1.725,23.099,0.02498
1.73,22.939,0.026686
1.735,22.766,0.025857
1.74,22.581,0.028793
1.745,22.383,0.027179
1.75,22.173,0.02751
1.755,21.951,0.029952
1.76,21.716,0.028463
1.765,21.469,0.031814
1.77,21.21,0.028639
1.775,20.94,0.030357
1.78,20.658,0.03505
1.785,20.364,0.031263
1.79,20.059,0.032371
1.795,19.743,0.034017
1.8,19.416,0.034658
1.805,19.079,0.039036
1.81,18.73,0.037256
1.815,18.372,0.034904
1.82,18.003,0.037163
1.825,17.624,0.038793
1.83,17.235,0.037076
1.835,16.837,0.033989
1.84,16.429,0.037645
1.845,16.012,0.036624
1.85,15.587,0.039909
1.855,15.152,0.03932
1.86,14.71,0.041499
1.865,14.259,0.038838
1.87,13.8,0.042516
1.875,13.334,0.03946
1.88,12.86,0.04388
1.885,12.379,0.042278
1.89,11.891,0.044187
1.895,11.397,0.040635
1.9,10.896,0.044439
1.905,10.389,0.042611
1.91,9.8763,0.041542
1.915,9.3583,0.04608
1.92,8.835,0.04513
1.925,8.3068,0.044592
1.93,7.774,0.045475
1.935,7.2369,0.044699
1.94,6.6958,0.043664
1.945,6.1509,0.042808
1.95,5.6027,0.043659
1.955,5.0513,0.045775
1.96,4.4972,0.047721
1.965,3.9405,0.046777
1.97,3.3816,0.047344
1.975,2.8209,0.046657
1.98,2.2586,0.047992
1.985,1.695,0.048915
1.99,1.1306,0.046735
1.995,0.56543,0.046097
2,8.8175e-15,0.048946
2.005,12,0.047283
2.01,12,0.04505
2.015,12,0.04888
2.02,12,0.049563
2.025,12,0.049889
2.03,12,0.049572
2.035,12,0.04909
2.04,12,0.049597
2.045,12,0.052527
2.05,12,0.049914
2.055,12,0.049545
2.06,12,0.052394
2.065,12,0.052282
2.07,12,0.053353
2.075,12,0.052489
2.08,12,0.052133
2.085,12,0.053638
2.09,12,0.051565
2.095,12,0.051642
2.1,12,0.051137
2.105,12,0.055216
2.11,12,0.056409
2.115,12,0.054686
2.12,12,0.05255
2.125,12,0.051907
2.13,12,0.052637
2.135,12,0.054355
2.14,12,0.05262
2.145,12,0.052505
2.15,12,0.052853
2.155,12,0.056072
2.16,12,0.052621
2.165,12,0.056704
2.17,12,0.056886
2.175,12,0.054953
2.18,12,0.055404
2.185,12,0.056242
2.19,12,0.05644
2.195,12,0.058955
2.2,12,0.057757
2.205,12,0.056983
2.21,12,0.059305
2.215,12,0.060307
2.22,12,0.056537
2.225,12,0.06122
2.23,12,0.058158
2.235,12,0.057075
2.24,12,0.060394
2.245,12,0.062267
2.25,12,0.062696
2.255,12,0.06056
2.26,12,0.062474
2.265,12,0.061543
2.27,12,0.061731
2.275,12,0.064034
2.28,12,0.062956
2.285,12,0.06433
2.29,12,0.063913
2.295,12,0.062501
2.3,12,0.064584
2.305,12,0.063816
2.31,12,0.0625
2.315,12,0.064935
2.32,12,0.064907
2.325,12,0.064422
2.33,12,0.065676
2.335,12,0.064517
2.34,12,0.068933
2.345,12,0.063976
2.35,12,0.064349
2.355,12,0.068526
2.36,12,0.066088
2.365,12,0.06657
2.37,12,0.066863
2.375,12,0.069456
2.38,12,0.068578
2.385,12,0.069436
2.39,12,0.066191
2.395,12,0.066598
2.4,12,0.069889
2.405,12,0.067031
2.41,12,0.072992
2.415,12,0.070913
2.42,12,0.072682
2.425,12,0.068354
2.43,12,0.072101
2.435,12,0.072329
2.44,12,0.073601
2.445,12,0.071652
2.45,12,0.070412
2.455,12,0.071677
2.46,12,0.072255
2.465,12,0.072849
2.47,12,0.073305
2.475,12,0.074296
2.48,12,0.07736
2.485,12,0.073241
2.49,12,0.073785
2.495,12,0.077707
2.5,12,0.079067
2.505,12,0.074558
2.51,12,0.073076
2.515,12,0.076981
2.52,12,0.075472
2.525,12,0.076702
2.53,12,0.076959
2.535,12,0.077882
2.54,12,0.075726
2.545,12,0.078335
2.55,12,0.077644
2.555,12,0.076325
2.56,12,0.078637
2.565,12,0.077572
2.57,12,0.083727
2.575,12,0.079796
2.58,12,0.079863
2.585,12,0.079956
2.59,12,0.080415
2.595,12,0.082708
2.6,12,0.079093
2.605,12,0.080311
2.61,12,0.083273
2.615,12,0.082748
2.62,12,0.082044
2.625,12,0.084654
2.63,12,0.082764
2.635,12,0.084628
2.64,12,0.08349
2.645,12,0.08647
2.65,12,0.085319
2.655,12,0.085343
2.66,12,0.083372
2.665,12,0.084286
2.67,12,0.085814
2.675,12,0.08596
2.68,12,0.083677
2.685,12,0.086523
2.69,12,0.086928
2.695,12,0.084038
2.7,12,0.085251
2.705,12,0.08946
2.71,12,0.086742
2.715,12,0.086152
2.72,12,0.087599
2.725,12,0.090302
2.73,12,0.089363
2.735,12,0.085635
2.74,12,0.088474
2.745,12,0.087204
2.75,12,0.088964
2.755,12,0.087321
2.76,12,0.091465
2.765,12,0.092294
2.77,12,0.09231
2.775,12,0.092832
2.78,12,0.093489
2.785,12,0.090691
2.79,12,0.09144
2.795,12,0.090415
2.8,12,0.089835
2.805,12,0.091671
2.81,12,0.091395
2.815,12,0.093735
2.82,12,0.093383
2.825,12,0.094889
2.83,12,0.093125
2.835,12,0.095326
2.84,12,0.095399
2.845,12,0.092937
2.85,12,0.092748
2.855,12,0.092477
2.86,12,0.095285
2.865,12,0.096683
2.87,12,0.097615
2.875,12,0.095646
2.88,12,0.096791
2.885,12,0.094312
2.89,12,0.10068
2.895,12,0.097119
2.9,12,0.099152
2.905,12,0.096475
2.91,12,0.098431
2.915,12,0.1009
2.92,12,0.097933
2.925,12,0.10079
2.93,12,0.09856
2.935,12,0.10159
2.94,12,0.10165
2.945,12,0.10102
2.95,12,0.10418
2.955,12,0.099373
2.96,12,0.10288
2.965,12,0.10503
2.97,12,0.10312
2.975,12,0.10401
2.98,12,0.10296
2.985,12,0.10485
2.99,12,0.10112
2.995,12,0.10241
3,12,0.10276
3.005,-12,0.10297
3.01,-12,0.10854
3.015,-12,0.10775
3.02,-12,0.10437
3.025,-12,0.10607
3.03,-12,0.10299
3.035,-12,0.10444
3.04,-12,0.10506
3.045,-12,0.10592
3.05,-12,0.10721
3.055,-12,0.10624
3.06,-12,0.10518
3.065,-12,0.10695
3.07,-12,0.10466
3.075,-12,0.10576
3.08,-12,0.10766
3.085,-12,0.10267
3.09,-12,0.10381
3.095,-12,0.10256
3.1,-12,0.10146
3.105,-12,0.10507
3.11,-12,0.10267
3.115,-12,0.10057
3.12,-12,0.10135
3.125,-12,0.10412
3.13,-12,0.10336
3.135,-12,0.1023
3.14,-12,0.099496
3.145,-12,0.10083
3.15,-12,0.099904
3.155,-12,0.10309
3.16,-12,0.099816
3.165,-12,0.10181
3.17,-12,0.10281
3.175,-12,0.10199
3.18,-12,0.10064
3.185,-12,0.097498
3.19,-12,0.10264
3.195,-12,0.09689
3.2,-12,0.097561
3.205,-12,0.098283
3.21,-12,0.099144
3.215,-12,0.09815
3.22,-12,0.096251
3.225,-12,0.095678
3.23,-12,0.094631
3.235,-12,0.096026
3.24,-12,0.095879
3.245,-12,0.095813
3.25,-12,0.095165
3.255,-12,0.096204
3.26,-12,0.09495
3.265,-12,0.093993
3.27,-12,0.094169
3.275,-12,0.096755
3.28,-12,0.094104
3.285,-12,0.09531
3.29,-12,0.092858
3.295,-12,0.092087
3.3,-12,0.09494
3.305,-12,0.093478
3.31,-12,0.091366
3.315,-12,0.094045
3.32,-12,0.091337
3.325,-12,0.091302
3.33,-12,0.091037
3.335,-12,0.09059
3.34,-12,0.090958
3.345,-12,0.088096
3.35,-12,0.090776
3.355,-12,0.085977
3.36,-12,0.089347
3.365,-12,0.087397
3.37,-12,0.089478
3.375,-12,0.086987
3.38,-12,0.089514
3.385,-12,0.086868
3.39,-12,0.086218
3.395,-12,0.08775
3.4,-12,0.086505
3.405,-12,0.085972
3.41,-12,0.085639
3.415,-12,0.087452
3.42,-12,0.085152
3.425,-12,0.085431
3.43,-12,0.084416
3.435,-12,0.084755
3.44,-12,0.083547
3.445,-12,0.085213
3.45,-12,0.084546
3.455,-12,0.08513
3.46,-12,0.083949
3.465,-12,0.083769
3.47,-12,0.083274
3.475,-12,0.085019
3.48,-12,0.082217
3.485,-12,0.081578
3.49,-12,0.082247
3.495,-12,0.080936
